"provider_id","display_name","legal_name","dba_name","usdot","classification","place_id","match_status","score","reason_codes","conflict_codes","website_url","website_status","evidence_status","derived_service_area_required","accepted_evidence_pass","regulatory_unchanged"
"72451dab-c72f-5f63-a254-3af388dcadb5","ARMSTRONG RELOCATION","ARMSTRONG TRANSFER AND STORAGE COMPANY INC ARMSTRONG RELOCATION COMPANY","ARMSTRONG RELOCATION","1925341","INTERSTATE_CARRIER","ChIJM-szSQzRKYYRV_ip7rpFGIg","GOOGLE_MATCH_REVIEW","65","NAME_FUZZY|PHONE_EXACT|CITY_EXACT|STATE_EXACT","STREET_CONFLICT","","","","","","true"
"9d00c5f4-f4fe-5c6c-b931-d6573639441b","SCHNEIDER LOGISTICS TRANSPORTATION INC","SCHNEIDER LOGISTICS TRANSPORTATION INC","","1394496","LOCAL_INTRASTATE_CARRIER_CANDIDATE","ChIJYVRMwrD6AogRZ7esCWSmo-Q","GOOGLE_MATCH_REVIEW","65","NAME_FUZZY|CITY_EXACT|STATE_EXACT","PHONE_CONFLICT|STREET_CONFLICT","","","","","","true"
"7349e400-bedf-55ee-b0ed-93c324437cb5","ALL MY SONS MOVING & STORAGE","ALL MY SONS OF LOVELAND LLC","ALL MY SONS MOVING & STORAGE","3086224","INTERSTATE_CARRIER","ChIJqd88jMhLaYcR5MSx0IB-d9k","GOOGLE_MATCH_REVIEW","65","DBA_EXACT|STREET_EXACT|CITY_EXACT|STATE_EXACT","PHONE_CONFLICT","","","","","","true"
"179e8f0c-0219-519c-afcc-acda5a1a23e9","AFFINITY FURNITURE","ALL ABOUT FURNITURE LLC","AFFINITY FURNITURE","2185098","LOCAL_INTRASTATE_CARRIER_CANDIDATE","ChIJTylXuwnbxokRs-hWoZ3vPHM","GOOGLE_MATCH_REVIEW","65","DBA_EXACT|PHONE_EXACT|CITY_EXACT|STATE_EXACT","STREET_CONFLICT","","","","","","true"
"e8d5ca7c-5597-516d-bb30-a3ffea13d028","A R F TRUCKING & ENTERPRISE","ALLEN R FREEMAN","A R F TRUCKING & ENTERPRISE","1031285","LOCAL_INTRASTATE_CARRIER_CANDIDATE","ChIJG4MJYTbW2IgRu0a-OFHJ03E","GOOGLE_MATCH_REVIEW","65","NAME_FUZZY|CITY_EXACT|STATE_EXACT","PHONE_CONFLICT|STREET_CONFLICT","","","","","","true"
"72ff0e1e-0760-5ed0-b8b4-ef126a6161b0","AMERICAN MOVERS","AMERICAN MOVERS OF NJ INC","AMERICAN MOVERS","1688254","LOCAL_INTRASTATE_CARRIER_CANDIDATE","ChIJaWB8p8BSwokRyD89Ln5ZdQc","GOOGLE_MATCH_REVIEW","65","NAME_FUZZY|STATE_EXACT","PHONE_CONFLICT|STREET_CONFLICT","","","","","","true"
"d59ead33-a57a-5e9e-8de7-477e194ef8c8","ACCURATE AUTO TRANSPORT","ACCURATE USED CAR PARTS INC","ACCURATE AUTO TRANSPORT","611120","NEEDS_REGULATORY_REVIEW","ChIJ28PDXb7ptokRt5Vd9Ulgpn8","GOOGLE_MATCH_REVIEW","65","NAME_FUZZY|CITY_EXACT|STATE_EXACT","PHONE_CONFLICT|STREET_CONFLICT","","","","","","true"
"8df8d849-5623-50d6-ae79-5802a1f2c423","ADVANCED EXPRESS DELIVERY","ROBERT PRESSON","ADVANCED EXPRESS DELIVERY","2360995","NEEDS_REGULATORY_REVIEW","ChIJG45kordQ7GYRrHqA4JtUxKE","GOOGLE_MATCH_REVIEW","65","NAME_FUZZY|PHONE_EXACT|STATE_EXACT","STREET_CONFLICT","","","","","","true"
"367fbea8-1a01-5c97-aa0e-8a918b644b4a","GLOBAL VAN LINES LLC","GLOBAL VAN LINES LLC","","872119","DUAL_ROLE_CARRIER_BROKER","ChIJ82iFW2rhFYgRDSBMylYNoAQ","GOOGLE_MULTIPLE_PLAUSIBLE_MATCHES","65","NAME_FUZZY|STREET_EXACT|CITY_EXACT|STATE_EXACT","PHONE_CONFLICT|PLACE_ID_ALREADY_LINKED","","","","","","true"
"c8786dcb-3ac6-5b2d-9200-cda02fdb9be2","All Service Moving","ASM Seattle N LLC","All Service Moving","9677934","INTERSTATE_CARRIER","ChIJt2bJYqQFkFQRm1j2jQDBMDg","GOOGLE_MATCH_REVIEW","65","DBA_EXACT|CITY_EXACT|STATE_EXACT","PHONE_CONFLICT|STREET_CONFLICT","","","","","","true"
"d6380be5-568a-54cd-abcc-b0d448f14a61","ACE TRANSPORTATION","ACE TRANSPORTATION AND HAULING","ACE TRANSPORTATION","3860259","LOCAL_INTRASTATE_CARRIER_CANDIDATE","ChIJvVny49r5wokRkVRMFHMGAKQ","GOOGLE_MATCH_REVIEW","65","NAME_FUZZY|STATE_EXACT","PHONE_CONFLICT|STREET_CONFLICT","","","","","","true"
"ed2cc315-fdde-5e5a-b6d9-c253015c5c52","GSA TRANSPORT","GLOBAL SERVICE ASSOCIATES INC","GSA TRANSPORT","766913","NEEDS_REGULATORY_REVIEW","ChIJEa8C2a2Cf4gR7mYc9SH0Hfo","GOOGLE_MATCH_REVIEW","65","NAME_FUZZY|STATE_EXACT","PHONE_CONFLICT|STREET_CONFLICT","","","","","","true"
"eaad80e8-4b6a-55ca-89b6-e52b104e338a","AMERICAN TRUCK TOWING","AMERICAN TRUCK & TRAILER REPAIR INC","AMERICAN TRUCK TOWING","3273967","NEEDS_REGULATORY_REVIEW","ChIJwZRq0hhtkIAROwC7cOFq0IQ","GOOGLE_MATCH_REVIEW","65","NAME_FUZZY|STREET_EXACT|CITY_EXACT|STATE_EXACT","PHONE_CONFLICT","","","","","","true"
"c5566503-e834-57bd-83e4-5e87c332916b","ARMSTRONG RELOCATION","ARMSTRONG TRANSFER & STORAGE COMPANY INC","ARMSTRONG RELOCATION","1462092","INTERSTATE_CARRIER","ChIJJ3vUGs2haYgRwyKOTnpuCjI","GOOGLE_MATCH_REVIEW","65","NAME_FUZZY|PHONE_EXACT|CITY_EXACT|STATE_EXACT","STREET_CONFLICT","","","","","","true"
"731a66ca-7cad-5c1a-97d4-783477775ce6","MULLEN TRUCKING CORP","MULLEN TRUCKING CORP","","158799","NEEDS_REGULATORY_REVIEW","ChIJV0zzHNuWcVMRiHnra7riBfw","GOOGLE_MATCH_REVIEW","65","LEGAL_NAME_EXACT|PHONE_EXACT|CITY_EXACT|STATE_EXACT","STREET_CONFLICT","","","","","","true"
"f37b9ee5-5cfd-53a1-aa71-eec58e92ee7c","ALL AMERICAN COURIER SERVICES","AACSP LLC","ALL AMERICAN COURIER SERVICES","1075952","LOCAL_INTRASTATE_CARRIER_CANDIDATE","ChIJA7PJiv81wYkRmVQI4Ne7eiw","GOOGLE_MATCH_REVIEW","65","DBA_EXACT|PHONE_EXACT|STATE_EXACT","STREET_CONFLICT","","","","","","true"
"875cb121-3421-532e-8644-81046391d00f","ASTRAL RTS","8183732 CANADA INC","ASTRAL RTS","2829485","INTERSTATE_CARRIER","ChIJVXDfTfSmuEwRAWZb2wbPe-s","GOOGLE_MATCH_REVIEW","65","DBA_EXACT|CITY_EXACT|STATE_EXACT","STREET_CONFLICT","","","","","","true"
"5f8dd93b-f41f-5e92-bc9c-4db71cfaf5d4","5 STAR TRUCKING","FIVE STAR 1 GROUP INCORPORATED","5 STAR TRUCKING","2313166","LOCAL_INTRASTATE_CARRIER_CANDIDATE","ChIJjcI-r2R254gRK4XXUFKguB4","GOOGLE_MATCH_REVIEW","65","NAME_FUZZY|CITY_EXACT|STATE_EXACT","PHONE_CONFLICT|STREET_CONFLICT","","","","","","true"
