north dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTIVE,ADDRESS,ADDRESS2,ASSET,BKCLASS,CALLFORM,CB,CBSA,CBSA_DIV,CBSA_DIV_FLG,CBSA_DIV_NO,CBSA_METRO,CBSA_METRO_FLG,CBSA_METRO_NAME,CBSA_MICRO_FLG,CBSA_NO,CERT,CFPBEFFDTE,CFPBENDDTE,CFPBFLAG,CHANGEC1,CHARTER,CHRTAGNT,CITY,CITYHCR,CLCODE,CONSERVE,COUNTY,CSA,CSA_FLG,CSA_NO,DATEUPDT,DENOVO,DEP,DEPDOM,DOCKET,EFFDATE,ENDEFYMD,EQ,ESTYMD,FDICDBS,FDICREGN,FDICSUPV,FED,FEDCHRTR,FED_RSSD,FORM31,HCTMULT,IBA,ID,INACTIVE,INSAGNT1,INSAGNT2,INSBIF,INSCOML,INSDATE,INSDIF,INSFDIC,INSSAIF,INSSAVE,INSTAG,INSTCRCD,LATITUDE,LAW_SASSER_FLG,LONGITUDE,MDI_STATUS_CODE,MDI_STATUS_DESC,MUTUAL,NAME,NAMEHCR,NETINC,NETINCQ,NEWCERT,OAKAR,OCCDIST,OCCDISTDESC,OFFDOM,OFFFOR,OFFICES,OFFOA,OI,PARCERT,PRIORNAME1,PRIORNAME2,PROCDATE,QBPRCOML,REGAGENT2,REGAGNT,REPDTE,RISDATE,ROA,ROAPTX,ROAPTXQ,ROAQ,ROE,ROEQ,RSSDHCR,RUNDATE,S10T250B,SASSER,SPECGRP,SPECGRPN,STALP,STALPHCR,STCHRTR,STCNTY,STNAME,STNUM,SUBCHAPS,SUPRV_FD,SZ100,SZ100T1B,SZ1BT10B,SZ250BP,TE01N528,TE01N529,TE02N528,TE02N529,TE03N528,TE03N529,TE04N528,TE04N529,TE05N528,TE05N529,TE06N528,TE06N529,TE07N528,TE08N528,TE09N528,TE10N528,TRACT,TRUST,ULTCERT,UNINUM,WEBADDR,ZIP,PRIORNAME3,CHANGEC2,CHANGEC3,CHANGEC4,CHANGEC5,CHANGEC6,PRIORNAME4,FEDDESC,PRIORNAME5,PRIORNAME6,,
1,8310 O St,,1032319,SM,51,1,"Lincoln, NE",,0,,30700,1,"Lincoln, NE",0,30700,14264,12/31/9999,12/31/9999,0,0,STATE,Lincoln,LINCOLN,13,N,Lancaster,"Lincoln-Beatrice, NE",1,339,7/15/2024,0,850146,850146,15361,6/30/2024,12/31/9999,100508,8/24/1903,11,Kansas City,Kansas City,10,0,KANSAS CITY,544652,0,,0,14264,0,DIF,,0,1,4/18/1934,1,1,0,0,0,0,40.81428599,N,-96.60753,,NONE,0,Cornhusker Bank,CORNHUSKER GROWTH CORP,3656,3656,0,0,,9,0,9,0,0,0,7/15/2024,4,,FED,3/31/2026,3/31/2026,1.421745196,1.444689115,1.44,1.42,14.61,14.61,2022529,6/26/2026,0,0,4,Commercial Lending Specialization,NE,NE,1,31109,Nebraska,31,1,11,0,0,1,0,,,,,,,,,,,,,,,,,0,0,14264,8909,www.cornhusker.bank,68510,Farmers State Bank,,,,,,,,,,,,,,
1,379 Main St,,120650,NM,51,1,,,,,0,,,,,1438,12/31/9999,12/31/9999,0,0,STATE,Unadilla,UNADILLA,21,N,Otoe,,,,7/15/2024,0,99191,99191,0,6/30/2024,12/31/9999,17706,05/01/1892,11,Kansas City,Kansas City,10,0,KANSAS CITY,474357,0,,0,1438,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,40.68171898,N,-96.27232102,,NONE,0,Countryside Bank,UB INC,433,433,0,0,,3,0,3,0,0,0,7/15/2024,4,,FDIC,3/31/2026,3/31/2026,1.457274594,1.457274594,1.46,1.46,9.81,9.81,2090779,6/26/2026,0,0,2,Agricultural Specialization,NE,NE,1,31131,Nebraska,31,0,11,0,1,0,0,,,,,,,,,,,,,,,,,0,0,1438,955,www.countrysidebank.com,68454,The American Bank,,,,,,,,,,,,,,
1,341 S 10th Ave,,124900,NM,41,1,,,,,0,,,,,28543,12/31/9999,12/31/9999,0,0,STATE,Broken Bow,BROKEN BOW,21,N,Custer,,,,7/15/2024,0,99081,99081,1806,6/30/2024,12/31/9999,13973,1/1/1925,11,Kansas City,Kansas City,10,0,KANSAS CITY,481579,0,,0,28543,0,DIF,,0,1,8/9/1989,1,1,0,0,1,0,41.40290502,N,-99.64208799,,NONE,0,Custer Federal State Bank,CFSB HOLDING CO,319,319,0,0,4,2,0,2,0,0,0,7/15/2024,4,,FDIC,3/31/2026,3/31/2026,1.016413161,1.05146189,1.05,1.02,9.14,9.14,4843755,6/26/2026,0,0,2,Agricultural Specialization,NE,NE,1,31041,Nebraska,31,1,11,0,1,0,0,,,,,,,,,,,,,,,,,0,30,28543,41377,custerfederal.com,68822,Custer Federal Savings and Loan Association,,,,,,,,,,WESTERN DISTRICT,,,,
1,8 3rd St N Ste 200,,12234,SB,51,0,"Great Falls, MT",,0,,24500,1,"Great Falls, MT",0,24500,35510,12/31/9999,12/31/9999,0,716693,OCC,Great Falls,,33,N,Cascade,,0,,8/26/2024,0,500,500,16693,5/3/2024,12/31/9999,9854,1/1/2001,14,San Francisco,San Francisco,9,1,,644954,0,,0,35510,0,DIF,,0,0,1/1/2001,1,1,0,1,0,0,47.50577362,N,-111.3027777,,NONE,0,Davidson Trust Co.,,264,264,0,0,7,13,0,13,0,0,0,8/26/2024,6,,OCC,3/31/2026,3/31/2026,8.493183737,10.87384888,10.87,8.49,10.89,10.89,,6/26/2026,0,0,5,Mortgage Lending Specialization,MT,,0,30013,Montana,30,0,14,1,0,0,0,,,,,,,,,,,,,,,,,1,10,35510,80595,,59401,,,,,,,,,,,,,,,
1,914 Lake Ave,,1183388,NM,51,1,"Lexington, NE",,0,,0,0,,1,30420,13622,12/31/9999,12/31/9999,0,0,STATE,Gothenburg,FARNAM,21,N,Dawson,,0,,7/15/2024,0,919978,919978,15476,6/30/2024,12/31/9999,121762,1/1/1906,11,Kansas City,Kansas City,10,0,KANSAS CITY,151957,0,1,0,13622,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,40.92821701,N,-100.162099,,NONE,0,Dayspring Bank,NEBRASKA BANKSHARES INC,2932,2932,0,0,,10,0,10,0,0,0,7/15/2024,4,,FDIC,3/31/2026,3/31/2026,1.003491857,1.232460497,1.23,1,9.66,9.66,1054765,6/26/2026,0,0,2,Agricultural Specialization,NE,NE,1,31047,Nebraska,31,0,11,0,0,1,0,young.bank,Young Bank,,,,,,,,,,,,,,,1,40,13622,8518,dayspring.bank,69138,First State Bank,,,,,,,,,,,,,,
1,5015 Underwood Ave,,922392,NM,51,1,"Omaha-Council Bluffs, NE-IA",,0,,36540,1,"Omaha-Council Bluffs, NE-IA",0,36540,10643,12/31/9999,12/31/9999,0,0,STATE,Omaha,OMAHA,21,N,Douglas,"Omaha-Council Bluffs-Fremont, NE-IA",1,420,7/15/2024,0,819783,819783,53307,6/30/2024,12/31/9999,85383,2/5/1915,11,Kansas City,Kansas City,10,0,KANSAS CITY,397559,0,,0,10643,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,41.26480499,N,-95.99129701,,NONE,0,Dundee Bank,DUNDEE BANCO INC,4759,4759,0,0,,4,0,4,0,0,0,7/15/2024,4,,FDIC,3/31/2026,3/31/2026,2.085453643,2.111308185,2.11,2.09,23.8,23.8,2332620,6/26/2026,0,0,4,Commercial Lending Specialization,NE,NE,1,31055,Nebraska,31,1,11,0,1,0,0,,Dundee Bank,,,,,,,,,,,,,,,0,0,10643,6825,www.dundeebank.com,68132,Security State Bank,,,,,,,,,,,,,,
1,404 S 25th St,,1436345,NM,51,1,"Norfolk, NE",,0,,0,0,,1,35740,16553,12/31/9999,12/31/9999,0,0,STATE,Norfolk,NORFOLK,21,N,Madison,,0,,7/15/2024,0,1141775,1141775,0,6/30/2024,12/31/9999,150531,7/6/1943,11,Kansas City,Kansas City,10,0,KANSAS CITY,439356,0,,0,16553,0,DIF,,0,1,3/18/1947,1,1,0,0,1,0,42.02983902,N,-97.44738396,,NONE,0,Elkhorn Valley Bank & Trust,FEO INVESTMENTS INC,5047,5047,0,0,,8,0,8,0,0,0,7/15/2024,4,,FDIC,3/31/2026,3/31/2026,1.415242813,1.714723559,1.71,1.42,13.62,13.62,1891979,6/26/2026,0,0,2,Agricultural Specialization,NE,NE,1,31119,Nebraska,31,0,11,0,0,1,0,,,,,,,,,,,,,,,,,1,40,16553,10704,www.evb.bank,68701,Commercial State Bank,,,,,,,,,,,,,,
1,525 N 132nd Street,,595682,SM,51,1,"Omaha-Council Bluffs, NE-IA",,0,,36540,1,"Omaha-Council Bluffs, NE-IA",0,36540,33380,12/31/9999,12/31/9999,0,0,STATE,Omaha,OMAHA,13,N,Douglas,"Omaha-Council Bluffs-Fremont, NE-IA",1,420,7/15/2024,0,484137,484137,0,6/30/2024,12/31/9999,63374,4/10/1991,11,Kansas City,Kansas City,10,0,KANSAS CITY,1836701,0,,0,33380,0,DIF,,0,1,4/10/1991,1,1,0,0,0,0,41.26433699,N,-96.11851301,,NONE,0,Enterprise Bank,ENTERPRISE HOLDING CO,1301,1301,0,0,4,4,0,4,0,0,0,7/15/2024,4,,FED,3/31/2026,3/31/2026,0.886365823,1.139807858,1.14,0.89,8.23,8.23,3306356,6/26/2026,0,0,4,Commercial Lending Specialization,NE,NE,1,31055,Nebraska,31,0,11,0,1,0,0,,,,,,,,,,,,,,,,,0,0,33380,47018,https://www.ENTERPRISE.BANK,68154,Enterprise Bank National Association,,,,,,,,,,WESTERN DISTRICT,,,,
1,113 N Locust St,,517221,SM,51,1,"Grand Island, NE",,0,,24260,1,"Grand Island, NE",0,24260,31485,12/31/9999,12/31/9999,0,0,STATE,Grand Island,GRAND ISLAND,13,N,Hall,,0,,7/15/2024,0,453525,453525,7056,6/30/2024,12/31/9999,54318,01/01/1890,11,Kansas City,Kansas City,10,0,KANSAS CITY,81175,0,,0,31485,0,DIF,,0,1,8/9/1989,1,1,0,0,0,0,40.92428301,N,-98.33992296,,NONE,0,Equitable Bank,EQUITABLE FINANCIAL CORP,1189,1189,0,0,4,6,0,6,0,0,0,7/15/2024,4,,FED,3/31/2026,3/31/2026,0.921029826,1.18905028,1.19,0.92,8.85,8.85,4841041,6/26/2026,0,0,4,Commercial Lending Specialization,NE,NE,1,31079,Nebraska,31,0,11,0,1,0,0,,,,,,,,,,,,,,,,,0,30,31485,44319,www.equitableonline.com,68801,"The Equitable Bldg. and Loan Assoc. of Grand Island, Nebraska, A FSB",Equitable Building and Loan Association,,,,,,,The Equitable Building and Loan Association of Grand Island,Equitable Federal SB of Grand Island,WESTERN DISTRICT,,,,
1,345 N Andover Rd,,7653639,SM,41,0,"Wichita, KS",,0,,48620,1,"Wichita, KS",0,48620,25858,12/31/9999,12/31/9999,0,0,STATE,Andover,WICHITA,13,N,Butler,"Wichita-Winfield, KS",1,556,1/5/2026,0,6332023,6332023,0,1/1/2026,12/31/9999,879573,1/21/1985,11,Kansas City,Kansas City,10,0,KANSAS CITY,139656,0,,0,25858,0,DIF,,0,1,1/21/1985,1,1,0,0,0,0,37.69194223,N,-97.13568495,,NONE,0,Equity Bank,EQUITY BANCSHARES INC,20014,20014,0,0,,85,0,85,0,0,0,1/5/2026,4,,FED,3/31/2026,3/31/2026,1.145261818,1.466626382,1.47,1.15,9.83,9.83,3180547,6/26/2026,0,0,4,Commercial Lending Specialization,KS,KS,1,20015,Kansas,20,0,11,0,0,1,0,newaccounts.equitybank.com,,www.equityfsg.com,,brilliant.bank,,newaccounts.brilliant.bank/,,,,,,,,,,1,0,25858,32095,www.equitybank.com,67002,"Equity Bank, A National Association",National Bank of Andover,810,,,,,,,,,,,,
1,3110 2nd Ave,,1559458,NM,41,1,"Kearney, NE",,0,,0,0,,1,28260,1435,12/31/9999,12/31/9999,0,0,STATE,Kearney,KEARNEY,21,N,Buffalo,,0,,7/15/2024,0,1209298,1209298,13868,6/30/2024,12/31/9999,164020,4/9/1917,11,Kansas City,Kansas City,10,0,KANSAS CITY,492650,0,,0,1435,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,40.70679102,N,-99.08465204,,NONE,0,Exchange Bank,EXCHANGE CO,7586,7586,0,0,,8,0,8,0,0,0,7/15/2024,4,,FDIC,3/31/2026,3/31/2026,1.937000254,1.933425511,1.93,1.94,18.15,18.15,1061893,6/26/2026,0,0,4,Commercial Lending Specialization,NE,NE,1,31019,Nebraska,31,1,11,0,0,1,0,,,,,,,,,,,,,,,,,1,10,1435,953,www.eb-us.com,68847,,,,,,,,,,,,,,,
1,204 N Main St,,361098,NM,51,0,,,,,0,,,,,14922,12/31/9999,12/31/9999,0,0,STATE,West Point,LAS VEGAS,21,N,Cuming,,,,7/15/2024,0,319021,319021,0,6/30/2024,12/31/9999,39471,1/1/1931,11,Kansas City,Kansas City,10,0,KANSAS CITY,542153,0,1,0,14922,0,DIF,,0,1,12/4/1934,1,1,0,0,1,0,41.84169601,N,-96.711735,,NONE,0,F&M Bank,R DEAN PHILLIPS BK TR DATED 11-19-2004,1431,1431,0,0,,6,0,6,0,0,0,7/15/2024,4,,FDIC,3/31/2026,3/31/2026,1.550087402,1.581500774,1.58,1.55,14.78,14.78,5558681,6/26/2026,0,0,2,Agricultural Specialization,NE,NV,1,31039,Nebraska,31,1,11,0,1,0,0,,,,,,,,,,,,,,,,,0,0,14922,9348,www.fmbankne.bank,68788,The Farmers & Merchants National Bank of West Point,"F & M Bank, National Association",,,,,,,,,,,,,
1,1701 Stone St,,142282,NM,51,0,,,,,0,,,,,5401,12/31/9999,12/31/9999,0,0,STATE,Falls City,LAS VEGAS,21,N,Richardson,,,,7/15/2024,0,122374,122374,0,6/30/2024,12/31/9999,15569,01/01/1882,11,Kansas City,Kansas City,10,0,KANSAS CITY,259059,0,1,0,5401,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,40.06189401,N,-95.60326904,,NONE,0,F&M Bank,R DEAN PHILLIPS BK TR DATED 11-19-2004,440,440,0,0,,2,0,2,0,0,0,7/15/2024,4,,FDIC,3/31/2026,3/31/2026,1.294926976,1.327300151,1.33,1.29,11.42,11.42,5558681,6/26/2026,0,0,2,Agricultural Specialization,NE,NV,1,31147,Nebraska,31,1,11,0,1,0,0,,,,,,,,,,,,,,,,,0,10,5401,3648,www.fmbankfc.bank,68355,First National Bank and Trust Company,The First National Bank of Falls City,,,,,,,,,,,,,
1,501 Main St,,211828,NM,51,1,,,,,0,,,,,14275,12/31/9999,12/31/9999,0,0,STATE,Milligan,MILLIGAN,21,N,Fillmore,,,,7/15/2024,0,161105,161105,14396,6/30/2024,12/31/9999,24166,6/10/1903,11,Kansas City,Kansas City,10,0,KANSAS CITY,516154,0,,0,14275,0,DIF,,0,1,4/24/1934,1,1,0,0,1,0,40.49950701,N,-97.38933501,,NONE,0,Farmers and Merchants Bank,FM GROUP INC,878,878,0,0,,2,0,2,0,0,0,7/15/2024,4,,FDIC,3/31/2026,3/31/2026,1.684836709,1.698269348,1.7,1.68,14.74,14.74,2230249,6/26/2026,0,0,2,Agricultural Specialization,NE,NE,1,31059,Nebraska,31,1,11,0,1,0,0,www.fmbmilligan.biz,,,,,,,,,,,,,,,,0,0,14275,8918,www.fmbmilligan.com,68406,,,,,,,,,,,,,,,
1,617 1st St,,1040772,NM,51,1,"Lincoln, NE",,0,,30700,1,"Lincoln, NE",0,30700,16810,12/31/9999,12/31/9999,0,0,STATE,Milford,MILFORD,21,N,Seward,"Lincoln-Beatrice, NE",1,339,7/15/2024,0,878052,878052,9353,6/30/2024,12/31/9999,84266,7/5/1949,11,Kansas City,Kansas City,10,0,KANSAS CITY,455552,0,,0,16810,0,DIF,,0,1,7/5/1949,1,1,0,0,1,0,40.77396602,N,-97.05282498,,NONE,0,Farmers and Merchants Bank,COUNTRY BANK SHARES INC,2214,2214,0,0,,12,0,12,0,0,0,7/15/2024,4,,FDIC,3/31/2026,3/31/2026,0.873204427,1.012428077,1.01,0.87,10.53,10.53,1416831,6/26/2026,0,0,2,Agricultural Specialization,NE,NE,1,31159,Nebraska,31,0,11,0,0,1,0,,,,,,,,,,,,,,,,,0,20,16810,10915,www.bankfmb.com,68405,,,,,,,,,,,,,,,
1,1501 Silver St,,146228,SM,41,1,"Omaha-Council Bluffs, NE-IA",,0,,36540,1,"Omaha-Council Bluffs, NE-IA",0,36540,5377,12/31/9999,12/31/9999,0,0,STATE,Ashland,ASHLAND,13,N,Saunders,"Omaha-Council Bluffs-Fremont, NE-IA",1,420,7/15/2024,0,122619,122619,12966,6/30/2024,12/31/9999,14063,11/15/1883,11,Kansas City,Kansas City,10,0,KANSAS CITY,398051,0,,0,5377,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,41.03886002,N,-96.37030496,,NONE,0,Farmers and Merchants Bank of Ashland,FARMERS&MERCHANTS FINL CORP,483,483,0,0,,4,0,4,0,0,0,7/15/2024,4,,FED,3/31/2026,3/31/2026,1.3307114,1.636527064,1.64,1.33,13.92,13.92,3446748,6/26/2026,0,0,4,Commercial Lending Specialization,NE,NE,1,31155,Nebraska,31,0,11,0,1,0,0,,,,,,,,,,,,,,,,,0,0,5377,3627,www.fmnb.com,68003,The Farmers & Merchants National Bank of Ashland,,,,,,,,,,,,,,
1,103 N Broadway St,,225134,NM,51,1,,,,,0,,,,,13662,7/1/2016,9/30/2016,0,0,STATE,Bloomfield,OMAHA,21,N,Knox,,,,7/15/2024,0,202714,202714,0,6/30/2024,12/31/9999,20977,01/01/1895,11,Kansas City,Kansas City,10,0,KANSAS CITY,411651,0,,0,13662,0,DIF,,0,1,1/17/1934,1,1,0,0,1,0,42.59916898,N,-97.64593197,,NONE,0,"Farmers and Merchants State Bank, Bloomfield, Nebraska",LAURITZEN INVESTMENTS INC,806,806,0,0,,6,0,6,0,0,0,7/15/2024,4,,FDIC,3/31/2026,3/31/2026,1.451418667,1.829579858,1.83,1.45,15.58,15.58,2911931,6/26/2026,0,0,2,Agricultural Specialization,NE,NE,1,31107,Nebraska,31,0,11,0,1,0,0,,,,,,,,,,,,,,,,,0,0,13662,8539,www.fandmstatebank.com,68718,,,,,,,,,,,,,,,
1,315 E 4th St,,92370,SM,51,1,"Kearney, NE",,0,,0,0,,1,28260,5438,12/31/9999,12/31/9999,0,0,STATE,Minden,MINDEN,13,N,Kearney,,0,,7/15/2024,0,68604,68604,13618,6/30/2024,12/31/9999,8903,09/04/1883,11,Kansas City,Kansas City,10,0,KANSAS CITY,114859,0,,0,5438,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,40.49827399,N,-98.94867301,,NONE,0,First Bank and Trust Company,FIRST OF MINDEN FINANCIAL CORP,224,224,0,0,,1,0,1,0,0,0,7/15/2024,4,,FED,3/31/2026,3/31/2026,0.963736199,0.980945774,0.98,0.96,9.78,9.78,2850432,6/26/2026,0,0,2,Agricultural Specialization,NE,NE,1,31099,Nebraska,31,1,11,1,0,0,0,,,,,,,,,,,,,,,,,1,10,5438,3681,www.firstofminden.com,68959,The First National Bank and Trust Company of Minden,The First National Bank of Minden,,,,,,,,,,,,,
1,230 Broadway St,,107079,SM,51,1,,,,,0,,,,,5405,12/31/9999,12/31/9999,0,0,STATE,Fullerton,FULLERTON,13,N,Nance,,,,7/15/2024,0,83153,83153,15703,6/30/2024,12/31/9999,14150,10/01/1881,11,Kansas City,Kansas City,10,0,KANSAS CITY,266655,0,,0,5405,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,41.36355001,N,-97.96913003,,NONE,0,First Bank and Trust of Fullerton,FIRST NATIONAL HOLDING CO INC,244,244,0,0,,2,0,2,0,0,0,7/15/2024,4,,FED,3/31/2026,3/31/2026,0.894469138,1.026439995,1.03,0.89,6.93,6.93,1247811,6/26/2026,0,0,2,Agricultural Specialization,NE,NE,1,31125,Nebraska,31,0,11,0,1,0,0,,,,,,,,,,,,,,,,,1,10,5405,3652,http://www.fbtfullerton.com,68638,First National Bank and Trust of Fullerton,The First National Bank of Fullerton,,,,,,,,,,,,,
1,785 D St,,78069,SM,51,1,"Lincoln, NE",,0,,30700,1,"Lincoln, NE",0,30700,14281,12/31/9999,12/31/9999,0,0,STATE,Utica,UTICA,13,N,Seward,"Lincoln-Beatrice, NE",1,339,7/15/2024,0,63351,63351,0,6/30/2024,12/31/9999,10931,01/01/1882,11,Kansas City,Kansas City,10,0,KANSAS CITY,391959,0,,0,14281,0,DIF,,0,1,4/16/1934,1,1,0,0,1,0,40.89519902,N,-97.34505802,,NONE,0,First Bank of Utica,FIRST NATIONAL UTICA CO,98,98,0,0,,4,0,4,0,0,0,7/15/2024,4,,FED,3/31/2026,3/31/2026,0.495049505,0.636492221,0.64,0.5,3.55,3.55,1065109,6/26/2026,0,0,2,Agricultural Specialization,NE,NE,1,31159,Nebraska,31,0,11,1,0,0,0,,,,,,,,,,,,,,,,,0,10,14281,8923,,68456,The First National Bank of Utica,,,,,,,,,,,,,,
1,623 Patterson St,,137631,NM,51,1,,,,,0,,,,,10637,12/31/9999,12/31/9999,0,0,STATE,Cambridge,CAMBRIDGE,21,N,Furnas,,,,7/15/2024,0,115951,115951,0,6/30/2024,12/31/9999,15860,6/15/1907,11,Kansas City,Kansas City,10,0,KANSAS CITY,134156,0,1,0,10637,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,40.28288201,N,-100.165771,,NONE,0,First Central Bank,CENTRAL BANCSHARES INC,449,449,0,0,,3,0,3,0,0,0,7/15/2024,4,,FDIC,3/31/2026,3/31/2026,1.273375047,1.752663204,1.75,1.27,11.36,11.36,1050495,6/26/2026,0,0,2,Agricultural Specialization,NE,NE,1,31065,Nebraska,31,0,11,0,1,0,0,,,,,,,,,,,,,,,,,0,0,10637,6820,http://www.firstcentral.com,69022,The Cambridge State Bank,,,,,,,,,,,,,,
1,904 N Highway 83,,124913,NM,51,1,,,,,0,,,,,34995,12/31/9999,12/31/9999,0,0,STATE,Mccook,CAMBRIDGE,21,N,Red Willow,,,,7/15/2024,0,106620,106620,0,6/30/2024,12/31/9999,13740,1/4/1999,11,Kansas City,Kansas City,10,0,KANSAS CITY,2726050,0,1,0,34995,0,DIF,,0,1,1/4/1999,1,1,0,0,1,0,40.206524,N,-100.648097,,NONE,0,First Central Bank McCook,CENTRAL BANCSHARES INC,193,193,0,0,,2,0,2,0,0,0,7/15/2024,4,,FDIC,3/31/2026,3/31/2026,0.612299932,0.736028934,0.74,0.61,5.66,5.66,1050495,6/26/2026,0,0,2,Agricultural Specialization,NE,NE,1,31145,Nebraska,31,0,11,0,1,0,0,,,,,,,,,,,,,,,,,0,0,34995,73817,http://www.firstcentral.com,69001,First Central Bank McCook National Association,,,,,,,,,,,,,,
1,201 Main St,,335354,SM,51,1,,,,,0,,,,,5384,12/31/9999,12/31/9999,0,0,STATE,Beemer,BEEMER,13,N,Cuming,,,,12/22/2025,0,300467,300467,13628,12/16/2025,12/31/9999,32887,4/7/1903,11,Kansas City,Kansas City,10,0,KANSAS CITY,993250,0,,0,5384,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,41.92899831,N,-96.81213653,,NONE,0,First Community Bank,FIRST BEEMER CORP,781,781,0,0,,5,0,5,0,0,0,12/22/2025,4,,FED,3/31/2026,3/31/2026,0.929548883,1.219958521,1.22,0.93,9.55,9.55,1059733,6/26/2026,0,0,2,Agricultural Specialization,NE,NE,1,31039,Nebraska,31,0,11,0,1,0,0,,,,,,,,,,,,,,,,,0,0,5384,3634,www.firstbeemer.com,68716,First National Bank,The First National Bank of Beemer,810,,,,,,,,,,,,
1,401 N 31st St,,26361352,SM,41,0,"Billings, MT",,0,,13740,1,"Billings, MT",0,13740,1105,6/30/2018,12/31/9999,1,0,STATE,Billings,BILLINGS,13,N,Yellowstone,,0,,5/5/2026,0,22202732,22202732,11071,4/10/2026,12/31/9999,3267869,10/9/1916,14,San Francisco,San Francisco,9,0,,659855,0,,0,1105,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,45.783412,N,-108.512016,,NONE,0,First Interstate Bank,FIRST INTRST BANCSYSTEM,67293,67293,0,0,,290,0,279,0,0,0,5/5/2026,6,,FED,3/31/2026,3/31/2026,1.017089678,1.309038383,1.31,1.02,8.11,8.11,1123670,6/26/2026,1,0,4,Commercial Lending Specialization,MT,MT,1,30111,Montana,30,0,14,0,0,0,0,,,,,,,,,,,,,,,,,1,10,1105,748,www.firstinterstatebank.com,59101,"First Interstate Bank of Billings, National Association",The First Interstate Bank of Commerce,,,,,,,"Security Bank, N. A.",Security Trust and Savings Bank,,,,,
1,1411 M St,,165392,N,41,1,,,,,0,,,,,5460,12/31/9999,12/31/9999,0,13557,OCC,Ord,ORD,3,N,Valley,,,,7/15/2024,0,146523,146523,14183,6/30/2024,12/31/9999,18623,01/01/1882,11,Kansas City,Kansas City,10,1,KANSAS CITY,850054,0,,0,5460,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,41.601844,N,-98.92729698,,NONE,0,First National Bank in Ord,BBJ INC,884,884,0,0,4,3,0,3,0,0,0,7/15/2024,4,,OCC,3/31/2026,3/31/2026,2.175042981,2.224252098,2.22,2.18,19.3,19.3,1052846,6/26/2026,0,0,2,Agricultural Specialization,NE,NE,0,31175,Nebraska,31,1,11,0,1,0,0,,,,,,,,,,,,,,,,,0,10,5460,3698,www.fnbord.com,68862,,,,,,,,,,,WESTERN DISTRICT,,,,
1,1601 Capitol Avenue,,34725218,N,41,0,"Omaha-Council Bluffs, NE-IA",,0,,36540,1,"Omaha-Council Bluffs, NE-IA",0,36540,5452,7/21/2011,12/31/9999,1,209,OCC,Omaha,OMAHA,3,N,Douglas,"Omaha-Council Bluffs-Fremont, NE-IA",1,420,10/8/2025,0,28560248,28560248,16015,10/1/2025,12/31/9999,3873637,01/01/1857,11,Kansas City,Kansas City,10,1,KANSAS CITY,527954,0,,0,5452,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,41.26061269,N,-95.93721624,,NONE,0,First National Bank of Omaha,LAURITZEN CORP,148345,148345,0,0,7,141,0,140,0,0,0,10/8/2025,4,,OCC,3/31/2026,3/31/2026,1.712524762,2.230882555,2.23,1.71,15.57,15.57,1066209,6/26/2026,1,0,4,Commercial Lending Specialization,NE,NE,0,31055,Nebraska,31,0,11,0,0,0,0,www.fnbodirect.com,First National Bank,www.ccbfinancial.com,First National Bank Southwest,,First National Bank North Platte,,Castle Bank,,fnbo,,Western States Bank,,,,,1,10,5452,3692,www.fnbo.com,68102,The First National Bank of Omaha,,810,,,,,,,,,,,,
1,330 N Spruce St,,361032,SM,51,1,"Omaha-Council Bluffs, NE-IA",,0,,36540,1,"Omaha-Council Bluffs, NE-IA",0,36540,12248,12/31/9999,12/31/9999,0,0,STATE,Valley,VALLEY,13,N,Douglas,"Omaha-Council Bluffs-Fremont, NE-IA",1,420,7/15/2024,0,320883,320883,15755,6/30/2024,12/31/9999,33356,1/1/1934,11,Kansas City,Kansas City,10,0,KANSAS CITY,576952,0,,0,12248,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,41.31461499,N,-96.34486404,,NONE,0,First Nebraska Bank,VALLEY BANK SHARES INC,1077,1077,0,0,,15,0,15,0,0,0,7/15/2024,4,,FED,3/31/2026,3/31/2026,1.207646183,1.234557519,1.23,1.21,12.85,12.85,1057430,6/26/2026,0,0,2,Agricultural Specialization,NE,NE,1,31055,Nebraska,31,1,11,0,1,0,0,,,,,,,,,,,,,,,,,0,0,12248,7787,www.firstnebraska.bank,68064,Bank of Valley,,,,,,,,,,,,,,
