WY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTIVE,ADDRESS,ADDRESS2,ASSET,BKCLASS,CALLFORM,CB,CBSA,CBSA_DIV,CBSA_DIV_FLG,CBSA_DIV_NO,CBSA_METRO,CBSA_METRO_FLG,CBSA_METRO_NAME,CBSA_MICRO_FLG,CBSA_NO,CERT,CFPBEFFDTE,CFPBENDDTE,CFPBFLAG,CHARTER,CHRTAGNT,CITY,CITYHCR,CLCODE,CONSERVE,COUNTY,CSA,CSA_FLG,CSA_NO,DATEUPDT,DENOVO,DEP,DEPDOM,DOCKET,EFFDATE,ENDEFYMD,EQ,ESTYMD,FDICDBS,FDICREGN,FDICSUPV,FED,FEDCHRTR,FEDDESC,FED_RSSD,FORM31,HCTMULT,IBA,ID,INACTIVE,INSAGNT1,INSAGNT2,INSBIF,INSCOML,INSDATE,INSDIF,INSFDIC,INSSAIF,INSSAVE,INSTAG,INSTCRCD,LATITUDE,LAW_SASSER_FLG,LONGITUDE,MDI_STATUS_CODE,MDI_STATUS_DESC,MUTUAL,NAME,NAMEHCR,NETINC,NETINCQ,NEWCERT,OAKAR,OCCDIST,OCCDISTDESC,OFFDOM,OFFFOR,OFFICES,OFFOA,OI,PARCERT,PRIORNAME1,PROCDATE,QBPRCOML,REGAGENT2,REGAGNT,REPDTE,RISDATE,ROA,ROAPTX,ROAPTXQ,ROAQ,ROE,ROEQ,RSSDHCR,RUNDATE,S10T250B,SASSER,SPECGRP,SPECGRPN,STALP,STALPHCR,STCHRTR,STCNTY,STNAME,STNUM,SUBCHAPS,SUPRV_FD,SZ100,SZ100T1B,SZ1BT10B,SZ250BP,TE01N528,TE01N529,TE02N528,TE02N529,TE03N528,TE03N529,TE04N528,TE04N529,TE05N528,TE05N529,TE06N528,TE06N529,TE07N528,TE08N528,TE09N528,TE10N528,TRACT,TRUST,ULTCERT,UNINUM,WEBADDR,ZIP,PRIORNAME2,PRIORNAME3,PRIORNAME4,CHANGEC1,CHANGEC2,CHANGEC3,CHANGEC4,CHANGEC5,CHANGEC6,PRIORNAME5,PRIORNAME6,
1,688 New High St,,124212,NM,51,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Glendale, CA",1,31084,31080,1,"Los Angeles-Long Beach-Anaheim, CA",0,31080,32277,12/31/9999,12/31/9999,0,0,STATE,Los Angeles,LOS ANGELES,21,N,Los Angeles,"Los Angeles-Long Beach, CA",1,348,12/1/2023,0,86621,86621,8084,11/18/2023,12/31/9999,21672,2/26/1985,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,206772,0,,0,32277,0,DIF,,0,1,8/9/1989,1,1,0,0,0,0,34.05980199,N,-118.238348,3,Asian or Pacific Islander American owned,0,Eastern International Bank,EASTERN INTL BCORP INC,110,110,0,0,,2,0,2,0,0,0,12/1/2023,6,,FDIC,3/31/2026,3/31/2026,0.352357996,0.502910958,0.5,0.35,2.04,2.04,5230905,6/26/2026,0,0,4,Commercial Lending Specialization,CA,CA,1,6037,California,6,0,14,0,1,0,0,,,,,,,,,,,,,,,,,0,0,32277,45111,https://www.eibankca.com,90012,Eastern Savings Bank,,,,,,,,,,,,,
1,4040 El Dorado Rd,,2472114,SB,41,0,"Sacramento-Roseville-Folsom, CA",,0,,40900,1,"Sacramento-Roseville-Folsom, CA",0,40900,30953,12/31/9999,12/31/9999,0,706164,OCC,Placerville,,37,N,El Dorado,"Sacramento-Roseville, CA",1,472,8/31/2022,0,2126939,2126939,6164,8/31/2022,12/31/9999,331944,1/1/1956,14,San Francisco,San Francisco,12,1,SAN FRANCISCO,961576,0,,0,30953,0,DIF,,0,0,8/9/1989,1,1,0,1,0,0,38.70338201,N,-120.857071,,NONE,0,"El Dorado Savings Bank, F.S.B.",,5803,5803,0,0,4,35,0,35,0,0,0,8/31/2022,6,,OCC,3/31/2026,3/31/2026,0.938575316,1.229221507,1.23,0.94,7.04,7.04,,6/26/2026,0,0,5,Mortgage Lending Specialization,CA,,0,6017,California,6,0,14,0,0,1,0,,,,,,,,,,,,,,,,,0,10,30953,43787,http://www.eldoradosavingsbank.com,95667,El Dorado Savings Bank,El Dorado Savings and Loan Association,WESTERN DISTRICT,,,,,,,,,,,
1,750 B St,Ste 3110,805315,NM,51,1,"San Diego-Chula Vista-Carlsbad, CA",,0,,41740,1,"San Diego-Chula Vista-Carlsbad, CA",0,41740,59099,12/31/9999,12/31/9999,0,0,STATE,San Diego,SAN DIEGO,21,N,San Diego,,0,,4/9/2024,0,709408,709408,0,11/18/2023,12/31/9999,91330,1/22/2018,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,5192496,0,,0,59099,0,DIF,,0,1,1/22/2018,1,1,0,0,0,0,32.71806301,N,-117.157905,,NONE,0,Endeavor Bank,ENDEAVOR BCORP,1793,1793,0,0,,4,0,4,0,0,0,4/9/2024,6,,FDIC,3/31/2026,3/31/2026,0.9106099,1.286433284,1.29,0.91,8.4,8.4,5718627,6/26/2026,0,0,4,Commercial Lending Specialization,CA,CA,1,6073,California,6,0,14,0,1,0,0,,,,,,,,,,,,,,,,,0,0,59099,580841,www.endeavor.bank,92101,,,,,,,,,,,,,,
1,150 N Meramec Ave,,17196325,SM,41,0,"St. Louis, MO-IL",,0,,41180,1,"St. Louis, MO-IL",0,41180,27237,9/30/2021,12/31/9999,1,0,STATE,Clayton,CLAYTON,13,N,St. Louis,"St. Louis-St. Charles-Farmington, MO-IL",1,476,6/1/2026,0,14656822,14656822,12507,5/26/2026,12/31/9999,2010243,5/9/1988,11,Kansas City,Kansas City,8,0,,1190476,0,,0,27237,0,DIF,,0,1,5/9/1988,1,1,0,0,0,0,38.65361399,N,-90.33898365,,NONE,0,Enterprise Bank & Trust,ENTERPRISE FINL SERVICES CORP,51669,51669,0,0,,58,0,58,0,0,0,6/1/2026,4,,FED,3/31/2026,3/31/2026,1.199312848,1.525990915,1.53,1.2,10.29,10.29,2303910,6/26/2026,1,0,4,Commercial Lending Specialization,MO,MO,1,29189,Missouri,29,0,11,0,0,0,0,,,,,,,,,,,,,,,,,1,20,27237,39176,http://www.enterprisebank.com,63105,Enterprise Bank,,,470,430,,,,,,,,,
1,301 W Bay St,,47232699,N,41,0,"Jacksonville, FL",,0,,27260,1,"Jacksonville, FL",0,27260,34775,7/21/2011,12/31/9999,1,25290,OCC,Jacksonville,JACKSONVILLE,3,N,Duval,"Jacksonville-St. Marys-Palatka, FL-GA",1,300,4/15/2025,0,37687611,37687611,15115,4/1/2025,12/31/9999,4176323,10/1/1998,5,Atlanta,Atlanta,6,1,,2735146,0,,0,34775,0,DIF,,0,1,10/1/1998,1,1,0,0,0,0,30.32765298,N,-81.66236899,,NONE,0,"EverBank, National Association",EVERBANK FINANCIAL CORP,107022,107022,0,0,7,43,0,43,0,0,0,4/15/2025,2,,OCC,3/31/2026,3/31/2026,0.917989217,1.246870592,1.25,0.92,10.34,10.34,3838857,6/26/2026,1,0,9,All Other Over 1 Billion,FL,FL,0,12031,Florida,12,0,5,0,0,0,0,,EverBank,,,,,,,,,,,,,,,0,0,34775,61548,www.everbank.com,32202,First Alliance Bank,EverBank,,810,,,,,"TIAA, FSB",,,,,
1,13191 Crossroads Pkwy N,Ste 505,1114478,NM,51,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Glendale, CA",1,31084,31080,1,"Los Angeles-Long Beach-Anaheim, CA",0,31080,34010,12/31/9999,12/31/9999,0,0,STATE,City Of Industry,TAIPEI,21,N,Los Angeles,"Los Angeles-Long Beach, CA",1,348,4/11/2024,0,839626,839626,0,11/18/2023,12/31/9999,258927,5/3/1995,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,2297998,0,,0,34010,0,DIF,,0,1,5/3/1995,1,1,0,0,0,0,34.03021198,N,-118.015299,8,"Majority of the Board Asian or Pacific Islander, serving a minority community",0,EverTrust Bank,O-BANK CO LTD,2817,2817,0,0,,8,0,8,0,0,0,4/11/2024,6,,FDIC,3/31/2026,3/31/2026,1.014007851,1.436601112,1.44,1.01,4.37,4.37,3462494,6/26/2026,0,0,4,Commercial Lending Specialization,CA,0,1,6037,California,6,0,14,0,0,1,0,,,,,,,,,,,,,,,,,0,0,34010,55588,http://www.evertrustbank.com,91746,,,,,,,,,,,,,,
1,545 4th St,,3266467,NM,41,0,"Santa Rosa-Petaluma, CA",,0,,42220,1,"Santa Rosa-Petaluma, CA",0,42220,8468,12/31/9999,12/31/9999,0,0,STATE,Santa Rosa,SANTA ROSA,21,N,Sonoma,"San Jose-San Francisco-Oakland, CA",1,488,8/31/2022,0,2837604,2837604,0,8/31/2022,12/31/9999,350061,05/01/1890,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,507068,0,,0,8468,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,38.44054426,N,-122.7144199,,NONE,0,Exchange Bank,FRANK P DOYLE TRUST ARTICLE IX,7507,7507,0,0,,21,0,21,0,0,0,8/31/2022,6,,FDIC,3/31/2026,3/31/2026,0.914009228,1.233979422,1.23,0.91,8.62,8.62,1025998,6/26/2026,0,0,4,Commercial Lending Specialization,CA,CA,1,6097,California,6,0,14,0,0,1,0,,,,,,,,,,,,,,,,,1,10,8468,5386,www.exchangebank.com,95401,,,,,,,,,,,,,,
1,121 W Pine St,,5836466,NM,41,0,"Stockton, CA",,0,,44700,1,"Stockton, CA",0,44700,1331,12/31/9999,12/31/9999,0,0,STATE,Lodi,LODI,21,N,San Joaquin,"San Jose-San Francisco-Oakland, CA",1,488,8/31/2022,0,5120775,5120775,13589,8/31/2022,12/31/9999,663574,5/24/1916,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,808260,0,,0,1331,0,DIF,,0,1,1/1/1934,1,1,0,0,1,0,38.13429727,N,-121.2741662,,NONE,0,Farmers & Merchants Bank of Central California,FARMERS&MERCHANTS BCORP,24578,24578,0,0,,34,0,34,0,0,0,8/31/2022,6,,FDIC,3/31/2026,3/31/2026,1.705432475,2.297039493,2.3,1.71,14.93,14.93,2781910,6/26/2026,0,0,2,Agricultural Specialization,CA,CA,1,6077,California,6,0,14,0,0,1,0,,F&M Bank,,F&M Capital,,F&M Leasing,,,,,,,,,,,0,0,1331,878,www.fmbonline.com,95240,Farmers & Merchants Bank of Lodi,,,,,,,,,,,,,
1,302 Pine Ave,,11856598,SM,41,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Glendale, CA",1,31084,31080,1,"Los Angeles-Long Beach-Anaheim, CA",0,31080,1225,12/31/2021,12/31/9999,1,0,STATE,Long Beach,LONG BEACH,13,N,Los Angeles,"Los Angeles-Long Beach, CA",1,348,4/10/2024,0,8938167,8938167,0,11/18/2023,12/31/9999,1608179,11/20/1907,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,871769,0,,0,1225,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,33.77075101,N,-118.192103,,NONE,0,Farmers and Merchants Bank of Long Beach,PALOMAR ENTERPRISES LLC,21882,21882,0,0,,27,0,27,0,0,0,4/10/2024,6,,FED,3/31/2026,3/31/2026,0.740080033,0.976288741,0.98,0.74,5.45,5.45,3649950,6/26/2026,1,0,4,Commercial Lending Specialization,CA,CA,1,6037,California,6,0,14,0,0,0,0,,,,,,,,,,,,,,,,,0,10,1225,840,www.fmb.com,90802,,,,,,,,,,,,,,
1,7690 N Palm Ave,Ste 101,1571464,NM,51,1,"Fresno, CA",,0,,23420,1,"Fresno, CA",0,23420,58090,12/31/9999,12/31/9999,0,0,STATE,Fresno,FRESNO,21,N,Fresno,"Fresno-Madera-Hanford, CA",1,260,6/28/2023,0,1345950,1345950,0,3/13/2023,12/31/9999,184942,12/23/2005,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,3398623,0,,0,58090,0,DIF,,0,1,12/23/2005,1,1,0,0,0,0,36.84921898,N,-119.805617,,NONE,0,FFB Bank,FFB BCORP,4896,4896,0,0,,3,0,3,0,0,0,6/28/2023,6,,FDIC,3/31/2026,3/31/2026,1.24309195,1.675990597,1.68,1.24,9.66,9.66,4666280,6/26/2026,0,0,4,Commercial Lending Specialization,CA,CA,1,6019,California,6,0,14,0,0,1,0,www.FFB.bank,,,,,,,,,,,,,,,,0,0,58090,439445,www.FFB.bank,93711,Fresno First Bank,,,510,,,,,,,,,,
1,38 Fountain Square Plz,,296118000,N,31,0,"Cincinnati, OH-KY-IN",,0,,17140,1,"Cincinnati, OH-KY-IN",0,17140,6672,7/21/2011,12/31/9999,1,25190,OCC,Cincinnati,CINCINNATI,3,N,Hamilton,"Cincinnati-Wilmington-Maysville, OH-KY-IN",1,178,6/5/2026,0,240416000,239948000,0,5/1/2026,12/31/9999,37413000,01/01/1865,9,Chicago,Washington,4,1,,723112,1,,0,6672,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,39.1021003,N,-84.51211222,,NONE,0,"Fifth Third Bank, National Association",FIFTH THIRD BCORP,395000,395000,0,0,6,1508,1,1508,0,0,0,6/5/2026,3,,OCC,3/31/2026,3/31/2026,0.619792566,0.775132981,0.78,0.62,5.09,5.09,1070345,6/26/2026,0,0,4,Commercial Lending Specialization,OH,OH,0,39061,Ohio,39,0,16,0,0,0,1,,,,,,,,,,,,,,,,,1,10,6672,4470,www.53.com,45202,"The Fifth Third Bank of Western Ohio, National Association",Fifth Third Bank of Western Ohio,,,,,,,Fifth Third Bank,"Citizens Heritage Bank, National Association",,The Miami Citizens National Bank & Trust Company,"The Fifth Third Bank of Miami Valley, National Association",The Citizens National Bank & Trust Company of Piqua
1,5 First American Way,Fl 3,8323217,SB,41,0,"Los Angeles-Long Beach-Anaheim, CA","Anaheim-Santa Ana-Irvine, CA",1,11244,31080,1,"Los Angeles-Long Beach-Anaheim, CA",0,31080,26312,12/31/9999,12/31/9999,0,715660,OCC,Santa Ana,SANTA ANA,33,N,Orange,"Los Angeles-Long Beach, CA",1,348,4/9/2024,0,7801359,7801359,15660,11/18/2023,12/31/9999,509200,7/30/1985,14,San Francisco,San Francisco,12,1,SAN FRANCISCO,1883321,0,,0,26312,0,DIF,,0,0,8/9/1989,1,1,0,1,0,0,33.701533,N,-117.861833,,NONE,0,"First American Trust, FSB",FIRST AMERICAN FINANCIAL CORP,28810,28810,0,0,7,10,0,10,0,0,0,4/9/2024,6,,OCC,3/31/2026,3/31/2026,1.527056118,2.168038056,2.17,1.53,22.62,22.62,1250101,6/26/2026,0,0,5,Mortgage Lending Specialization,CA,CA,0,6059,California,6,0,14,0,0,1,0,,,,,,,,,,,,,,,,,1,10,26312,32751,www.firstamtrust.com,92707,First American Trust Company,,,,,,,,,,,,,
1,11901 Olive Boulevard,,6691682,SM,41,0,"St. Louis, MO-IL",,0,,41180,1,"St. Louis, MO-IL",0,41180,12229,12/31/9999,12/31/9999,0,0,STATE,St. Louis,CREVE COEUR,13,N,St. Louis,"St. Louis-St. Charles-Farmington, MO-IL",1,476,5/14/2024,0,5937676,5937676,12597,5/7/2024,12/31/9999,546151,7/30/1906,11,Kansas City,Kansas City,8,0,,169653,0,,0,12229,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,38.67194501,N,-90.44532503,,NONE,0,First Bank,FB CORP,10547,10547,0,0,,76,0,76,0,0,0,5/14/2024,4,,FED,3/31/2026,3/31/2026,0.632314433,0.780695795,0.78,0.63,7.8,7.8,1118797,6/26/2026,0,0,4,Commercial Lending Specialization,MO,MO,1,29189,Missouri,29,0,11,0,0,1,0,,,,,,,,,,,,,,,,,1,10,12229,7773,WWW.FIRST.BANK,63141,First Missouri Bank and Trust Company of Creve Coeur,First Missouri Bank and Trust Company,,520,,,,,Creve Coeur Bank,Creve Coeur Bank and Trust Company,,First Bank and Trust Company,Creve Coeur  Bank and Trust Company,Creve Coeur Farmers Bank
1,200 E Main St,,871581,NM,51,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Glendale, CA",1,31084,31080,1,"Los Angeles-Long Beach-Anaheim, CA",0,31080,34496,12/31/9999,12/31/9999,0,0,STATE,Alhambra,TAIPEI,21,N,Los Angeles,"Los Angeles-Long Beach, CA",1,348,4/11/2024,0,670130,670130,0,11/18/2023,12/31/9999,193604,5/20/1997,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,2332910,0,,0,34496,0,DIF,,0,1,5/20/1997,1,1,0,0,0,0,34.09588499,N,-118.124491,8,"Majority of the Board Asian or Pacific Islander, serving a minority community",0,First Commercial Bank (USA),FIRST FINANCIAL HOLDING CO LTD,2630,2630,0,0,,8,0,8,0,0,0,4/11/2024,6,,FDIC,3/31/2026,3/31/2026,1.232250526,1.749983162,1.75,1.23,5.47,5.47,3086210,6/26/2026,0,0,4,Commercial Lending Specialization,CA,0,1,6037,California,6,0,14,0,1,0,0,,,,,,,,,,,,,,,,,0,0,34496,57687,bankfcb.com,91801,First Commercial Bank Taiwan,FCB Taiwan California Bank,,,,,,,,,,,,
1,9255 W Sunset Blvd,,504745,NM,51,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Glendale, CA",1,31084,31080,1,"Los Angeles-Long Beach-Anaheim, CA",0,31080,24332,12/31/9999,12/31/9999,0,0,STATE,Los Angeles,,21,N,Los Angeles,"Los Angeles-Long Beach, CA",1,348,5/17/2024,0,257910,257910,0,5/17/2024,12/31/9999,238909,2/18/1983,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,5069,0,,0,24332,0,DIF,,0,1,2/18/1983,1,1,0,0,0,0,34.09016698,N,-118.393918,,NONE,0,First Credit Bank,,4582,4582,0,0,,1,0,1,0,0,0,5/17/2024,6,,FDIC,3/31/2026,3/31/2026,3.646405322,3.84058317,3.84,3.65,7.74,7.74,,6/26/2026,0,0,4,Commercial Lending Specialization,CA,,1,6037,California,6,1,14,0,1,0,0,,,,,,,,,,,,,,,,,0,0,24332,16926,,90069,Credit Bank,,,,,,,,,,,,,
1,998 4th St,,219992,SB,51,1,"San Francisco-Oakland-Berkeley, CA","San Rafael, CA",1,42034,41860,1,"San Francisco-Oakland-Berkeley, CA",0,41860,31406,12/31/9999,12/31/9999,0,706896,OCC,San Rafael,,38,N,Marin,"San Jose-San Francisco-Oakland, CA",1,488,8/1/2024,0,176372,176372,6896,8/1/2024,12/31/9999,41187,7/31/1963,14,San Francisco,San Francisco,12,1,SAN FRANCISCO,229070,0,,0,31406,0,DIF,,0,0,8/9/1989,1,1,0,1,0,0,37.973464,N,-122.526771,,NONE,1,First Federal Savings and Loan Association of San Rafael,,53,53,0,0,4,4,0,4,0,0,0,8/1/2024,6,,OCC,3/31/2026,3/31/2026,0.096130738,0.096130738,0.1,0.1,0.52,0.52,,6/26/2026,0,0,4,Commercial Lending Specialization,CA,,0,6041,California,6,0,14,0,1,0,0,,,,,,,,,,,,,,,,,0,0,31406,44240,www.ffsavings.com,94901,,,WESTERN DISTRICT,,,,,,,,,,,
1,19036 Colima Rd,,1141218,NM,51,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Glendale, CA",1,31084,31080,1,"Los Angeles-Long Beach-Anaheim, CA",0,31080,58060,12/31/9999,12/31/9999,0,0,STATE,Rowland Heights,,21,N,Los Angeles,"Los Angeles-Long Beach, CA",1,348,12/1/2023,0,811904,811904,0,11/18/2023,12/31/9999,301123,10/13/2005,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,3386264,0,,0,58060,0,DIF,,0,1,10/13/2005,1,1,0,0,0,0,33.98718101,N,-117.888263,3,Asian or Pacific Islander American owned,0,First General Bank,,6430,6430,0,0,,5,0,5,0,0,0,12/1/2023,6,,FDIC,3/31/2026,3/31/2026,2.259379786,3.211270897,3.21,2.26,8.64,8.64,,6/26/2026,0,0,4,Commercial Lending Specialization,CA,,1,6037,California,6,0,14,0,0,1,0,,,,,,,,,,,,,,,,,0,0,58060,437941,http://www.firstgeneralbank.com,91748,,,,,,,,,,,,,,
1,195 N 1st St,,1924057,NM,51,1,"Vallejo, CA",,0,,46700,1,"Vallejo, CA",0,46700,3440,12/31/9999,12/31/9999,0,0,STATE,Dixon,DIXON,21,N,Solano,"San Jose-San Francisco-Oakland, CA",1,488,1/25/2023,0,1695551,1695551,16087,1/20/2023,12/31/9999,212455,1/2/1910,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,783161,0,,0,3440,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,38.44639298,N,-121.822975,,NONE,0,First Northern Bank of Dixon,FIRST NORTHERN COMMUNITY BCORP,5974,5974,0,0,,21,0,21,0,0,0,1/25/2023,6,,FDIC,3/31/2026,3/31/2026,1.246346394,1.607899508,1.61,1.25,11.32,11.32,2880626,6/26/2026,0,0,4,Commercial Lending Specialization,CA,CA,1,6095,California,6,0,14,0,0,1,0,,,,,,,,,,,,,,,,,0,20,3440,2228,www.thatsmybank.com,95620,The First National Bank of Dixon,,,,,,,,,,,,,
1,16011 Whittier Blvd,,489849,SM,51,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Glendale, CA",1,31084,31080,1,"Los Angeles-Long Beach-Anaheim, CA",0,31080,58218,12/31/9999,12/31/9999,0,0,STATE,Whittier,WHITTIER,13,N,Los Angeles,"Los Angeles-Long Beach, CA",1,348,12/1/2023,0,409799,409799,0,11/18/2023,12/31/9999,45203,9/18/2006,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,3470930,0,,0,58218,0,DIF,,0,1,9/18/2006,1,1,0,0,0,0,33.94280701,N,-117.988541,,NONE,0,First Pacific Bank,FIRST PACIFIC BCORP,510,510,0,0,,5,0,5,0,0,0,12/1/2023,6,,FED,3/31/2026,3/31/2026,0.416757747,0.58509519,0.59,0.42,4.54,4.54,5609453,6/26/2026,0,0,4,Commercial Lending Specialization,CA,CA,1,6037,California,6,0,14,0,1,0,0,,,,,,,,,,,,,,,,,0,0,58218,442623,www.firstpacbank.com,90603,Friendly Hills Bank,,,,,,,,,,,,,
1,1900 16th St,,3238793,NM,51,0,"Denver-Aurora-Lakewood, CO",,0,,19740,1,"Denver-Aurora-Lakewood, CO",0,19740,57607,12/31/9999,12/31/9999,0,0,STATE,Denver,DENVER,21,N,Denver,"Denver-Aurora, CO",1,216,8/31/2022,0,2849971,2849971,0,8/31/2022,12/31/9999,308405,3/17/2004,13,Dallas,Dallas,10,0,KANSAS CITY,3158546,0,,0,57607,0,DIF,,0,1,3/17/2004,1,1,0,0,0,0,39.75331998,N,-105.003317,,NONE,0,First Western Trust Bank,FIRST WESTERN FINANCIAL INC,6869,6869,0,0,,15,0,15,0,0,0,8/31/2022,5,,FDIC,3/31/2026,3/31/2026,0.859881771,1.118634955,1.12,0.86,9.04,9.04,3189906,6/26/2026,0,0,4,Commercial Lending Specialization,CO,CO,1,8031,Colorado,8,0,13,0,0,1,0,,,,,,,,,,,,,,,,,1,10,57607,418417,www.myfw.com,80202,,,,,,,,,,,,,,
1,239 Fayetteville St,,235521000,NM,31,0,"Raleigh-Cary, NC",,0,,39580,1,"Raleigh-Cary, NC",0,39580,11063,7/21/2011,12/31/9999,1,0,STATE,Raleigh,RALEIGH,21,N,Wake,"Raleigh-Durham-Cary, NC",1,450,3/28/2023,0,171449000,171448000,0,3/26/2023,12/31/9999,23476000,01/01/1898,5,Atlanta,Atlanta,5,0,,491224,1,,0,11063,0,DIF,,0,1,1/1/1934,1,1,0,0,0,0,35.77765699,N,-78.63872097,,NONE,0,First-Citizens Bank & Trust Company,FIRST CITIZENS BANCSHARES INC,559000,559000,0,0,,518,0,516,0,0,0,3/28/2023,2,,FDIC,3/31/2026,3/31/2026,0.962024554,1.271799902,1.27,0.96,9.55,9.55,1075612,6/26/2026,1,0,4,Commercial Lending Specialization,NC,NC,1,37183,North Carolina,37,0,5,0,0,0,0,www.cit.com,First Citizens Bank,www.svb.com,SVB," a division of First-Citizens Bank and Trust Company""""",www.svbconnect.com,Silicon Valley Bank," A division of First Citizens Bank and Trust Company""""",,,,,,,,,,,1,10,11063,7078,www.firstcitizens.com,27601,,,,810,,,,,,,,
1,2240 Douglas Blvd,,5031561,NM,41,1,"Sacramento-Roseville-Folsom, CA",,0,,40900,1,"Sacramento-Roseville-Folsom, CA",0,40900,35361,12/31/9999,12/31/9999,0,0,STATE,Roseville,RANCHO CORDOVA,21,N,Placer,"Sacramento-Roseville, CA",1,472,8/31/2022,0,4480237,4480237,0,8/31/2022,12/31/9999,511773,12/20/1999,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,2867337,0,,0,35361,0,DIF,,0,1,12/20/1999,1,1,0,0,0,0,38.743591,N,-121.244074,,NONE,0,Five Star Bank,FIVE STAR BCORP,20071,20071,0,0,,9,0,9,0,0,0,8/31/2022,6,,FDIC,3/31/2026,3/31/2026,1.641142631,2.21023997,2.21,1.64,15.85,15.85,3162927,6/26/2026,0,0,4,Commercial Lending Specialization,CA,CA,1,6061,California,6,0,14,0,0,1,0,,,,,,,,,,,,,,,,,0,0,35361,78823,www.fivestarbank.com,95661,,,,,,,,,,,,,,
1,102 Duffy Ave,,87128815,N,31,0,"New York-Newark-Jersey City, NY-NJ-PA","Nassau County-Suffolk County, NY",1,35004,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,32541,7/21/2011,12/31/9999,1,25282,OCC,Hicksville,,3,N,Nassau,"New York-Newark, NY-NJ-CT-PA",1,408,11/13/2025,0,66832203,66832203,8412,10/17/2025,12/31/9999,8120652,5/20/1987,2,New York,Washington,2,1,,694904,1,,0,32541,0,DIF,,0,1,8/9/1989,1,1,0,0,0,0,40.76597488,N,-73.53021241,,NONE,0,"Flagstar Bank, National Association",,20863,20863,0,0,7,345,0,345,0,0,0,11/13/2025,1,,OCC,3/31/2026,3/31/2026,0.095569895,0.146866051,0.15,0.1,1.03,1.03,,6/26/2026,1,0,4,Commercial Lending Specialization,NY,,0,36059,New York,36,0,16,0,0,0,0,,,,,www.flagstar.com,,,,,,,,,,,,0,10,32541,45375,www.flagstar.com,11801,"First Security Savings Bank, FSB","Flagstar Bank, FSB",,820,,,,,First Security Savings Bank FSB,,,,,
1,39150 Fremont Blvd,,5915963,NM,41,1,"San Francisco-Oakland-Berkeley, CA","Oakland-Berkeley-Livermore, CA",1,36084,41860,1,"San Francisco-Oakland-Berkeley, CA",0,41860,19222,12/31/9999,12/31/9999,0,0,STATE,Fremont,FREMONT,21,N,Alameda,"San Jose-San Francisco-Oakland, CA",1,488,7/29/2024,0,5269655,5269655,9846,4/1/2024,12/31/9999,463020,9/3/1964,14,San Francisco,San Francisco,12,0,SAN FRANCISCO,739560,0,,0,19222,0,DIF,,0,1,9/3/1964,1,1,0,0,0,0,37.54820898,N,-121.986044,,NONE,0,Fremont Bank,FREMONT BCORP,17347,17347,0,0,,23,0,23,0,0,0,7/29/2024,6,,FDIC,3/31/2026,3/31/2026,1.173336905,1.215340837,1.22,1.17,15.03,15.03,1026801,6/26/2026,0,0,4,Commercial Lending Specialization,CA,CA,1,6001,California,6,1,14,0,0,1,0,,,,,,,,,,,,,,,,,1,20,19222,13040,www.fremontbank.com,94538,FREMONT BANK,,,520,,,,,,,,,,
